id	label	comment
39	0	我真的觉得好笑 今天遇到点事情嘴里喊着要跳楼 明天遇到开心的事情 就想振作了好好活着了。&nbsp;&nbsp;我真觉得对于我们听到真是嘲讽。
40	0	丧没关系，你跟我说也没关系，但是别今天说你想跳楼 第二天跟男朋友出去了一趟 就变好了 然后今天还跟你说日子会好起来的劝你别死 你不觉得搞笑么 我觉得嘲讽死了 真的
41	0	觉得世上没有真正在乎我的感受的人。也很想死一死。可又不敢死。只是觉得，这世界真是无趣啊。活着很累，很难，死了也很简单。好累好累。
42	0	今天战胜了自己深夜无眠觉得唯有一死的幻想，出门没有去找高楼，而是分析了脑子里酝酿了无数遍的那个死局，一天都在奔波寻求解决，虽然还是很有可能最后失败，但最起码说明最差的一天也不是完全无解的，活到明天，谁知道会怎么样呢。从蜜罐扔进冷水缸，从坠崖一半被提起来，生活就是这么抽象
43	0	但是这看似好了，其实没完，地狱般的毕业一年，反复发作，但被逼迫着往前，崩溃，想死，想在人群里大喊。但又要在清醒的时候补以前欠的债，每次麻烦别人都觉得耻辱，要死……扛了不知道多少次，但每次还是不敢打包票不会死。后来最爱的外婆去世了，反而不敢死了，开始有声音在脑子里辩论，不想一了百了
44	0	其实我没有一点不开心，就想去死而已
45	0	我有抑郁症，所以就去死一死，没什么重要的原因，大家不必在意我的离开。拜拜啦。 ???
46	0	好喜欢日本啊！可以的话愿意死在这里也不回福清了
47	0	想死不敢死的人 是最懦弱的吗还是最强大的
48	0	走路 听歌 睡觉 吃饭 不管做什么我都觉得它们在催我去死一死 可是好像有什么再把我拉起来让我浑浑噩噩的去活 活得难看也罢 我妈也只是想让我好好的活着 起码在她活着的时候我要活着 如果我可以在梦里死去该多好 不是我自己要去死 没有人会怪我 要是病死也好 不要久病 我妈妈会被拖累 我这辈子欠你太多
49	0	这座城市重新变得面目可憎，我想离开了。
50	0	如果大家都一起死掉就好了，
51	0	很想得一场无法治愈的疾病或者被意外车祸离开这个世界。我很开心，有许多快乐的时光，很多时候都在笑，很灿烂很阳光，对未来也有向往，想象过以后的自己，可我…也一直都在希望自己离开。不敢自杀，怕我是那个主动让爸妈伤心的人，只有意外才不会让他们感到更难过。我祈求…
52	0	好想把自己一块块的切下来，然后踩几脚，我真他妈恶心自己，这样孤独的活着一点希望都没有，起码给我个温暖的目标，让我追逐，没有一切没有谁会在意你的感受，想死就死吧在这里bb什么赶紧他妈的去死吧
53	0	他们觉得我是想多了，那我就去死一死，没什么原因，为了证明我没有装。
54	0	因为高考成了抑郁，想去死了
55	0	我真的败啦，想去死一死
56	0	当时真的很感谢很感谢有朋友陪我，在我每天晚上睡不着的时候陪我，在我难过的时候带我去运动，当时真的好严重，感觉原来的时候还没有如此严重。我还记得那个晚上我说是不是我死了，你就好过了。如果不是朋友陪着那时候想必就跳下去了吧。因为感情这样好窝囊阿，但是饭，我就是因为感情
57	0	我也想死 不用管我 说不定哪天有勇气了 我就死一死
58	0	我问医生能不能不吃药治疗，医生说不行，但我真的不想再去依赖药物存活下来了，饭，你说是不是，去死都不行吗？
59	0	我一直在攒着离开这世界的勇气 我很庆幸我不是独生子女 我没有朋友 我不开心的时候也没人跟我说话 想想在这世上除了我爸妈真的没什么值得我留恋的了 哪天我突然死掉也不用父母没人照顾 真好 我是幸运的 可以死得很潇洒
60	0	遗照每天都在拍 可是还是选不出一张
61	0	好多无能为力的事都要我去解决掉，尽管我深知自己的秉性无能，那好像就是我生存在世间被给予的唯一意义，不得停下。尽管我假装冷漠地俯视着他们，我还是感到很痛苦。有时候难过靠着“过会我就去死。想把麻烦之源都杀了然后带着过得苦的人一起去死。”这种懦弱自私的想法度过日夜。不过是原地打转罢 唉
62	0	我觉得这个世界不适合我 我想离开这个世界 可是我舍不得 我爸爸妈妈他们好不容易把我养这么大 我干妈还为了我哭心疼我我不能辜负她 我要是走了他们多难过啊 我最好的姐妹yzn肯定也伤心死了 潘潘和qm和幻三和wjl肯定也会难过啊 我不能让他们难过 我滑板还没滑够呢 我爱豆那么温柔那么好看我不能死呜呜呜
63	0	我觉得你现在状态应该和我几个月前差不多，我那时候也觉得人生没啥希望了，所有的负面情绪交织在一起，遗书都写好了，可是都过来了，我也不知道你是因为家庭的原因还是什么，总之你把这段挺过去之后，会发现人生很美好的
64	0	不如所有人一起下地狱吧
65	0	不指望别人都能理解我 别当面议论就行 否则你就去死一死 不管你是谁
66	0	饭饭，我也是觉得活着真的太辛苦了，你在另外的世界有没有好一些，有时候觉得很佩服你，而我有时候连去死一死的勇气都没有，但是又对生活真的好绝望
67	0	我也很绝望，也是连去死一死的勇气都没有
68	0	我坚持不下去了 我也想去死一死
69	0	一直都不敢来这里，因为我觉得我还不至于到这种地步。但是，我今天还是来了，心理很畅快。我真的想告别这个世界了。我不知道除了这种方式之外，我还可以用什么方式摆脱家里妈妈对我过去，现在和未来全方位的渗入。我是真的想走了。我真的是不知道，不愿意祸害别人和不想生孩子到底犯了什么错。
70	0	白天笑着过一天，有谁知道下班卸下面具的我有多累，有那么一瞬想离开这里，但现实告诉我不行，
71	0	总觉得抑郁症真的被人搞得风气不好了。很多人一点事就说自己抑郁症 了想跳楼了想不开了 缓解了过几天又好了。 我真的觉得嘲讽 你负能量没事 丧也没事 但是请不要不努力不尽力还瞎抱怨好么 别人吐槽你矫情是真的
72	0	我真的不知道在这个世界上还有没有可以让我靠一靠哭一哭的地方 也不知道世界上还会不会有人愿意无条件听我倾诉。好像没有一个地方我可以驻足。我一直在被逼着前进 但是前面不是未来 我能看到的前方 是我离开世界的那一刻
73	0	这样死亡不会很痛苦吗？我也想离开这个世界
74	0	今天凌晨四点多，我在这里认识的一个微博网友割腕自杀了，我和他在微信上聊了两个多月，本以为他好转了，可是我还是没有留住他。希望看到这个评论的朋友们真的冷静一下，生命真的只有一次。他的离世让我很愧疚很自责，如果我再早一点发现就好了，我想对他说，我会想他的，永远不会忘记[蜡烛]
75	0	如果所有人都对我说“你快去死吧”我就会觉得“啊我活着实在太对不起大家了但我死了的话大家都会很开心，我死了真好。”可没有人这么对我说，大家都希望我去死却又想着办法阻拦我不让我去死
76	0	就算我操心死后会被人嘲笑父母会难过死的样子不好看，可这能改变吗我都死了，已经动不了了也听不到了所以不要想那么多了快随意去死吧
77	0	拜托了，什么时候能离开这个世界
78	0	怎么总是有阻挠我离开这个世界的各种因素[打脸]
79	0	从检查出中度抑郁症到现在已经过了一个月。我以为我能走出来。可是今天不管看什么都会莫名其妙的哭。我甚至在想所有人都不幸福那我们一起去死多好。我太坏了。
80	0	饭 我要疯了 这几天焦虑到不行 连续三天晚上没睡觉 一点都不困 特别精神 干什么都烦 就想躺着 睁着眼睛 脑子里也没有事情可以想 我只想离开这个世界 可我又太害怕痛苦了
81	0	每天没事就想去死一死[摊手]
82	0	总有一天我会离开这个世界，就好像我们从来没有来过一样，但是不是今天不是今天。
83	0	这些话我想说给我的布丁听，作为一条狗你做的很好了，但主人很想你，因为我的疏忽没看管好你，以致出了车祸，让你断送了姓名，是不是老爸我每天和你说太多废话了，老给你传递负能量，每天熬夜还要听我叨叨故事，所以就提前离开了，记住哦，转世以后投个好人家，咋们再相聚
84	0	你看，他们不会理解为什么我们会选择离开这个世界，只不过是难过得逼不得已才选择解脱的，他们永远不知道我们每天活在只有黑白绝望的世界，没有快乐只有很多很多的难过，他们不会同感深受的
85	0	大部分时间我觉得自己一无是处让我妈失望，好想去死，不孝就不孝吧，这辈子也没有好好长大
86	0	我有一些极好的朋友，也特喜欢笑容。想温柔的对待这个世界，可心里有个我和我约定离开。
87	0	想死一死
88	0	抑郁症，没啥好的，以前也试图自杀过。最后不也是挺过来了？以前想死，也敢死，现在想死，因为，死了其实蛮好，活着有太多的东西要承受。但是，现在让我死我肯定不愿意，因为，老子还有很多的事没做，还有我要爱的人没有爱。
89	0	难过的想找到一个洞钻进去，难过的想离开这个世界。我觉得总有一天我会离开。实在不是很喜欢，深夜丧大概就是这样。
90	0	我妈真的是这个破家里唯一还想着要挣扎往上游的人……我不想挣扎，我想要死一起死吧
91	0	前两天我突然有了一个大胆的想法，我是不是应该放下现在的生活，背上包，徒步去拉萨，去做做善事，喂狼。我想写下我有病的经历，挂在包上，让全世界都知道我是另类，我就喜欢别人歧视俺的眼神，我是不是喜欢被被人虐啊？
92	0	以前是拼命劝自己去死不敢，现在是想死拼命劝自己不要，毕竟熬了这么久了，说不定明天我就意外身亡了呢
93	0	写下我的遗言吧，我怕有一天我突然离开了！各位永不再见了。我想肯定会有人问我，你连死都不怕为什么还要怕活着呢？我告诉你死的后面还有身不如死，那感觉太痛苦了。我做这个决定不是一时兴起的，而是我思考了很久，想了很久，当然也忍受了很久。我死后肯定会有很多的骂名，但都没关系，死了就不会在乎
94	0	哎 离开这个世界对我是解脱啊
95	0	上周心态一直在崩，崩溃到哭不出来，心跳加快，想到还要活那么久感觉恐怖，抽烟，用刀片割自己。可是想想自己还住在宿舍，要是就这么死了，得带给别人多大的困扰啊，准备多活几年，把答应别人的事做完，那时候再去死
96	0	如果没有爱的人、估计我们早都离开这个世界了
97	0	饭饭晚上好啊 我又回来了 抱歉啊 到现在都没有关注你 我怕认识的人看到关注列表然后收到不走心的关心 现在是七月啦 生活依然很烂 我还是想去死 什么都没变 哦对 我这段时间读了个夺宿的小说 朋友推荐的 她说很好看 我却一点都搞不懂 为什么要和那个灵魂争夺身体的控制权
98	0	老实说我怕死后的那种虚无感，怕死的那种疼痛。所以我真的每天都在许愿能够从这个世界离开或者消失，亦或是人生能够重来。每天都在许愿。这就是懦夫的表现吧。
99	0	今天开车太快了，本来想一头撞死，可想想生还的几率还挺大，就放弃了，现在躺在床上抽着烟，也不知道该怎么死好，不过我的病情控制两个月最近又有点复发，心情一不好就不想去复查了，想想就这样吧，没什么想说的了，我睡了，晚安
100	0	都是我 无能是我 垃圾是我 废物是我 我什么都不是 什么都没有 孤身一人 死掉又何妨
101	0	又来啦，今天也是非常丧的一天啦，之前有个暗恋的小哥哥啦，自卑不敢告白，减肥也是失败，想去死一死，又觉得有点对不起我妈，给我花了这么多钱了，诶，羡慕你洒脱了，不知道你现在过得好不好
102	0	想去死，又莫名其妙掉眼泪，太难受了，好难受啊
103	0	想过死，又不敢死，我一直想要的生活我还没做到，我不能死。经常有因为很多事情而会有想杀了世界上每个人的念头，偶尔真的会发疯，疯的忘了意识但我还是没有做过比较不好的事情，内心还是特别善良的吧，我一直都相信自己会有那么的一天我一定能给爱人，家人一个更好的生活，不让他们为了我而受苦受累！
104	0	我真的很想哭一哭，但是哭有什么用呢？我也想选择离开这个世界
105	0	到底要再经历过多少次难过，才能攒足离开人世的勇气呢？希望这一天早点到来吧
106	0	我不再渴望长命百岁了，惟愿这世界给我一个逃避的理由，让我心安理得做个懦夫离开这世界。
107	0	有一天，我上吊死了，别人以为我在荡秋千。
108	0	这个病还没好，那个病又来，想死不敢死，想到信用卡还没有还完就不敢。
109	0	真的不开心就去死吧 想死的都去死啊 光说有什么用[允悲]
110	0	想去死一死了
111	0	没有什么难过的事，就是想死一死
112	0	我也想过，如果把世界走一遍，还没能够实现自己的梦想，找不到活下去的理由，找不到能留住我的小部分的话，就自杀了
113	0	我本着我是个不一样的人去生活，谁知道累了，累的还是我，我死了以后，我等不到，那个天堂，有时我就会绝望，我都能想象我已经跳下去了的画面，好像没有那么可怕，有人会死，带着本来不应该承受的石头跟重力下垂。
114	0	先把西藏去了再死也不迟
115	0	想死不敢死
116	0	走饭，人其实活着也挺累，所以你有去死一死的豁达和勇气 突然就是突然会有一个情绪想要爆发的时间点 我会像藏起来就我一个
117	0	等把钱花没了，你们就陪我一起死。
118	0	饭饭，想你了，今日独白大概就是对自己不够绝望吧，在六楼我放弃了。我那么用心化好一个妆，还不容易吃完一晚饭，我没力气去写遗书，可是我只写了一一句话，就没力气去写了。我下来了我对自己不够绝望，我该去死我想去死，我想去地狱，不想做人做人好累好苦好难受。
119	0	现在的状态变得很奇怪以前虽然抑郁严重但是不会失眠想睡就能睡着但那时的心理状态很差可以从朋友来了又走了就开始失眠以前睡十几个小时都可以现在睡了四个小时就醒了，心理状态也变得很奇怪就好像感觉不到自己的心情整个人却又很累的感觉自杀的念头一直都有现在却没实施过，这样也不知道是好是坏。
120	0	总会越想越难过 觉得自己没有能力承受那么多的期待 觉得自己什么都做不好总是让家人失望 其实在意我的人没几个吧 等哪天真正下定决心了 就好好的去死一死吧
121	0	对家人我好着呢饭饭 活着太累了 我真的不想活着了 我好想离开这个世界 可是我却还没有下定决心 等我真的决定要走了 我尽量不留遗憾
122	0	我真的很羡慕你啊，我也好想去死一死。
123	0	我自己哭了一小会 准备出门买点饭吃 结果我爸看到我哭 又把我骂了一顿 对啊 我就活该被骂 所有人都不喜欢我 所有人都不给我过生日 我考上厦门大学了 坐高铁回家要九个小时 我本来这几天还觉得 以后上大学要好几个月才回家 我特别舍不得 但现在我觉得 我还是赶紧走 赶紧逃离这里吧
124	0	死之前带着他们一起走
125	0	凭什么，我要这么痛苦，不公平，虽然这个世界没有不公平，我不甘心，走之前，我要带着所有人一起走
126	0	感觉生活压的自己喘不过气 感觉体力被一点点的透支 好想逃离这个世界
127	0	每天都有这么多的留言，没有生来彷徨的，许是因为想不通、放不下、躲不开、戒不掉，与我也是一样，生活似乎是件痛苦的事，面对一切还要极力硬撑做个“正常的自己该有的样子”但是好累，累了，真的累～有点明白为什么最终扛不住的都选择了自杀。
128	0	每到一个新地方，我都会想想这里适不适合死掉……可还是没有胆子
129	0	好想离开这个世界。好累，
130	0	最近在绝食，整天整天地让自己躺在床上不动已经快半个月了，不想跟我妈妈说话也不想跟我妹妹说话，所以我也不想吃饭，但是我仍旧守着洗碗的承诺，每天晚上9点过去洗碗，今天是绝食的第三天，我腿好疼，快要站不起来了，第二天洗碗的时候感觉我的腿一直在打颤，我好难过又好愤怒
131	0	自己不能自愈，别人也不会救助，那么清醒的妳一直坚信这点，才会对这个世界失望，才会毅然决然的离开，我有何尝不是么，只是还没有妳的勇敢。
132	0	想逃离这个疯狂世界
133	0	我啊，我妈我爸对我的只有否定眼神里只有嫌弃哈哈我做什么都是错的，每次骂完我我都心里默默的说对不起对不起我错了我不该这么做都怪我我是垃圾嘻嘻跟我认为很好的朋友说她们的反应是什么你知道吗她说那你就去死啊去跳楼吧安眠药给你好不好嘻嘻我没病我就是很难过难过的喘不过气…
134	0	好累啊 想去死一死
135	0	饭，我想去死没勇气
136	0	走饭啊，我，也很想自杀，虽然没有抑郁症那么严重。可我觉得我也差不多了。我觉得自己活着很多余，而且很恶心，人还没出息，死了或许很好。可真的很烦那些叫我不死死了就跟我一起去的的。但为了她们，我还是一天熬过一天地过日子，表面嘻嘻哈哈，其实，已经越来越觉得没力气了…
137	0	饭，我本来计划好星期二离开这个世界的，但是陆续的有很多莫名其妙的希望向我过来，我的朋友，爸妈，甚至是网吧的一个网管，我讲卡号讲了前面几个数字，然后她就能知道了，然后我莫名的感动，好像有好多人记得我，突然发现我还有好多放不下的东西，到底该不该去找你。
138	0	可我还不会 写遗书。
139	0	每天都在吵啊吵啊吵. 好累哦好想去死一死
140	0	我，是真的很想离开这个世界，但我知道我不能，我有他们，我有奶奶爷爷，我害怕他们舍不得我离开，而且离开也不是一件容易的事情啊，真的好难。大家害怕的根本不是死亡，而是离别，离开自己的亲人，离开这个世界。可我现在没有眷念的东西，在折磨自己，我成了自己讨厌的人。为什么啊
141	0	没有太大感觉，只是很没有意思，我睡不着，很无聊，我才不会想去死一死，真的没有
142	0	我也想去死一死 可是我害怕
143	0	刚在知乎找无痛死的方法，偶然看到你啦，好奇怪我难过了这么多年竟然突然有一瞬间不想死了，这么多人都被生活折磨着，还有一大部分藏在心里没有说出来，大家都很难过大家都好好活着的，我也要加油噢，这里的129万朋友也要加油啦
144	0	老爸說我是世界上最幸福的小孩 他們都很關心我 在乎我 只要以後我賺錢了能給他買酒就好 就是這樣 更想死了 又愛又恨 都說我該愧疚 該勇敢 為了父母 我可以去死一死嗎 就不會拖累人了
145	0	走饭以前我不理解你为什么自杀，现在我羡慕你有离开这世界的勇气
146	0	最近病情严重了 反反复复的，好想自杀啊，但是每次要自杀的时候就想起年小的妹妹，身边的朋友，熟悉的环境，还有父母，我就不敢自杀了。什么时候我才能全然不顾的勇敢一次啊，真的太痛苦折磨人了
147	0	走饭嘻嘻嘻嘻嘻嘻我还不如堂堂正正的离开这个世界就好了
148	0	我想过去死，你所见的生不一定是灭，所见的灭不一定是生，但我还有好多事没做完，我也想去另一个世界看看，也想看看我生命的尽头是那样的，也想看看死去是不是跟睡觉一样，闭着眼就完了，还是说闭着眼一睁眼我就去了另外一个世界 ???。躁狂抑郁症说的家人最受苦
149	0	老爹问我是不是人，老妈在那说着，让我出去赶快死，两人真是一唱一和的。希望我有一天不会因为你们而死
150	0	生活一点都不美好 有时候只想安安静静地离开这个破地方。
151	0	感觉呼吸都很困难，想死又不敢死
152	0	饭，有人让我活下来，有人问我要不要一起死,你说呢。
153	0	真的特别想去死
154	0	我断药一年多了，当时说每次晚上吃了就想睡觉，后来才知道里面有安眠药的 成分，我就不想再吃了，断药那段时间真的好痛苦，睡不着脾气也不好，天天哭都觉得我矫情最后在操场上没控制住哭了，本来以为告诉班主任他会理解我，可是他们把我妈叫来学校想让我休学，我是哭着回去的我一辈子都会记得
155	0	走饭，每个人都是有血有肉的，都会有疼痛的感觉，我很难过 但是又怕说了什么话伤了父母。很想消失 不去想那么多， 让那些烦人的事 烦人的人 都见鬼去吧。我不能控制他们，但是我可以掌控我自己。 想要去死一死，想要消失。
156	0	不知道还能撑多久，特别累，我也好想放手一切离开这个世界
157	0	现在有点理解带上一家人去死的人的心态了 那多好啊 都死了 谁也不会牵挂谁&nbsp;&nbsp;一了百了
158	0	我很想结束，我要是死了，背后会有多少闲言碎语，我的家人要承担多少。说不定跳个楼，尸体都能在朋友圈疯传，我不想这样。我尽量让自己痛，保持清醒，就算伤害自己，我也要再撑一下，人间不值得，我不能伤害他们了。
159	0	我想给我爱的人生一个孩子 可是穷 没钱养 那我们一家三口就一起死 多好
160	0	刚还想割腕，在卫生间想了半天就觉得先不管别的明天去医院配合治疗世界还很美好，还有很多想干的事情，对，明天一定去医院检查好好治疗，这个世界有好的一面，我要好好活着！干一个工作不开心就不干换一个！没关系活着就好！我要调整好自己！我才17岁我还有很多事情可以做！
161	0	天天失眠，噩梦，我真的不是矫情，真的很想消失，就象我不存在一样，可是放不下亲人。我在想如果爸爸妈妈走了，我就跟着一起走。活着的日子每天都在想去死。
162	0	一定没有人能确定自己死亡，所以每刻都想保持最美的样子吗，在江边坐一个钟头，在桥上站一个钟头，被个猥琐的大叔打断。 我讨厌至亲的忽略欺骗讨厌我存在。你大爷。 我不知道这样下去要经过多少时间才能解脱，女孩跳楼让我更害怕所有，没有人情味的感觉，走了也只会被当作笑话。可能决心不够，所以在意
163	0	奶奶说如果我死了，她就和她们拼命。我有点辛苦，我想啊如果我死后是一定要把器官捐赠出去的，这样也不枉我来人间一趟。
164	0	没有一个人真的爱我，发自本心的本能的去爱我。真可悲，没有一个家人在真的爱我，以前想自杀可以安慰自己不能让家人伤心，我不能死。现在才发现你少自作多情了，你死了几人会伤心是因为你跟他们有血缘关系，仅是出自不恶毒的人类本能去伤心，没有一个人是因为爱我这个人而去伤心
165	0	今天特别衰，就想说19岁没谈过恋爱又怎样，能不能活到27岁还不一定呢，所以我还是一个人过活吧。啊！我应该没什么毛病，就是时常YY自己是怎么离开这个世界的，这样应该会好受一点，让自己不那么想死[太开心]
166	0	饭啊 其实12年前 我就已经在水深火热之中 初中三年我过的异常痛苦 无奈 每天都想着死 我对家人 朋友 男朋友说我想去死 他们都说我有病 我确实有病啊 那三年是灰色的 尽管我熬过来了但在大学里彻底爆发 停学一个月专注治疗 每天吃着大把的药 整个人恍惚到极点 幻觉 幻听 恶心 呕吐 我以为会死
167	0	希望 我也可以像你一样充满勇气去死一死
168	0	对不起，才发现你...如果那一年的我没撑下来，也许我们能作伴一起上路...[悲伤]然而...人生真的很难熬啊
169	0	想写遗书发现啥也没有 哈哈
170	0	反正这个世界上也没有哪个人在乎我，早死晚死都一样罢了。那还不如早点去死，省的在这给人添麻烦
171	0	我觉得生活有点无聊，所以我想去死一死
172	0	我也是 想去死一死。
173	0	饭，我离开他的时候，应该也离开这世界了吧
174	0	一想到未来可能被它不断折磨，就很想去死一死
175	0	我好想离开这里，可是我又能去哪呢，去哪都一样。除了哭屁事都不会干。。。
176	0	我不喜欢这个世界，我可以离开吗
177	0	你带我离开这个世界吧 这个世间不值得
178	0	我也想去死一死啊
179	0	那一起堕落吧
180	0	走饭 我今天去坐跳楼机了 我觉得未来与你重逢的那一天 我一定不选择跳楼
181	0	妈妈生病了 希望她早点康复 让我放心的离开这个世界
182	0	手脚发抖 呼吸困难 内心焦虑 我太不爱这个世界了 我只想死一死
183	0	我死了，可我想活，想出门看世界，他们不让，却说怕我死。
184	0	我害怕生也害怕死&nbsp;&nbsp;&nbsp;生的时候活得好累&nbsp;&nbsp;&nbsp;时常躲起来崩溃大哭&nbsp;&nbsp;&nbsp;无数次想离开这个纷扰的世界&nbsp;&nbsp;&nbsp;&nbsp;但也害怕死了之后除了父母外&nbsp;&nbsp;&nbsp;连个为我哀悼的人都没有&nbsp;&nbsp;&nbsp;那我就算死也死得很孤独吧
185	0	饭 好久不见 不是我变好了 是我越来越会演戏了 活着 好痛苦啊 无论从哪个方面来说 这个病态的世界 真的只有有病的人才会继续生活下去吗 那为什么 我病得这么严重了 我还是想离开呢
186	0	饭饭啊，给我点力量，让我离开这人世间吧 ，我从来就不是什么有出息的人，饭饭，带我走吧
187	0	如果真的是抑郁反倒好了，还能借着抑郁的名头和勇气去死一死，呵，怕是无病呻吟。不想活也不敢死，你看，镜子里的那个人多恶心
188	0	你好，很高兴认识你，我在等，等我了无牵挂那天，我也会选择离开这个世界，很开心的去死一死
189	0	亲情也变得少的可怜。恐男症相当可怕 我不爱跟老爸说话 不想跟他废话 他总给我灌鸡汤 可他不知道 我脑子里只有死。怪就怪我太小胆了 我怕疼 痛经承载了我的一切。我生怕离开世界的这点小疼痛加重我的痛。说白了 就是我胆小。我还能干什么 我连结束自己都做不到。
190	0	饭，最近真的有好多人给我说这些呀，要好好活下去，我拉你走出去这种话。你那时候有没有听到过这些呢，我猜一定也有吧。我不知道该说什么好，我没法告诉他们，无论这个世界有多美好或者多糟糕，我都只想离开。它的美好已经无法在挽留我了，我早就被打败了。
191	0	我想摆脱阴影，我想离开那个地狱医院，我想重新开始，我想无虑的活着，我想让医院科室和管理部门的坏人都死绝，我想报复，我想重新变得勇敢起来，不会再像这一年半任由人欺辱，我想保护我自己，学会和人吵架，不再恐惧到被人欺辱了还不敢还口还手。
192	0	一到晚上就真的想去死 但也知道不可能
