comment	twoClass
人人都说我想太多，连我自己也这么觉得。想什么？想我生来有罪，想人间无趣，想缺少真实，想去死一死。注意力不能集中，记忆力下降，情绪莫名崩溃，觉得自己应该去死。可人家觉得我是中邪，后来觉得我是在用死亡作威胁，对不起，怪我没死成功。下次吧下次吧，我一定找个安静的地方好好的去死一死。	0
以后要是还能活着 就要存钱搬到山上去，如果不能离开这个世界 就让我离它远一点吧	0
想从楼上跳下去又不敢	1
真正想死的都是静悄悄的离开，而不是轰轰烈烈的站在天台等着消防车来的所谓的死	1
别割了 很疼的 又死不了	1
遗照每天都在拍 可是还是选不出一张	0
家在12楼，每次走到窗边，都想跳下去	1
这些过去让我变得敏感 偶尔极端 多虑多疑 我在深渊里 我想被救赎 但我又害怕 我怕知道的人不但不救我 反而向深渊里吐痰 我又害怕拉人一起进深渊 最后谁也逃不出来。饭 你说我能救赎自己吗 我能被救赎吗 我明明什么也没做错过 为什么就是不肯放过自己呢	0
饭饭，好不容易周末回趟家，两个又吵架了，又是因为我，饭饭，有时候我真的会想，希望爸妈早点走，这样我承受完失去双亲的这种非人的痛苦后，就可以毫无牵挂不怕任何痛苦的离开这个对我毫无意义的世界了	0
身边有人跳楼自杀了，不过几个月过去，所有人都仿佛忘记了发生过的一切，回归了正常的日子。不知下一个投向死亡怀抱的，会不会是我？	1
这几天的新闻，有个朋友，从华山长空栈道一跃而下。他做到了我想做的事，看他毫不犹豫的往下跳的画面，我想象着那是我自己，很心疼他。也心疼自己。	1
我妈说 我什么都烦她 让我去跳楼 讲真的 我就是应该死的。妈卖批 当初干嘛生我下来 舅舅他们都说扔了我的 你干嘛那么心软 就是你心软 人善被人欺 不然你也不会被现在这个后爸欺负你 什么都给不了你还要骂你 当你是保姆小二一样。你说了 如果没有我 你就会好一点。	0
我总相信 就算自己什么也不做又或者做出什么贡献社会的事 我都会再40岁前离开这个世界	1
活下去的想法在降低，我在想哪天要是真的撑不下这口气了，就算了。没有遗书，不想后事，不愿往生，思绪什么的都不存在了。如果连这种事情都想不到了，那也许就是那一天吧。	0
分出来了，考不上，准备跳楼	1
不知道生存的意义是什么。为什么活着，还活得这样不开心，反正都别想活着离开这个世界。我已经体会到了，不用再去感受这个世界的种种了	0
我想过去死，你所见的生不一定是灭，所见的灭不一定是生，但我还有好多事没做完，我也想去另一个世界看看，也想看看我生命的尽头是那样的，也想看看死去是不是跟睡觉一样，闭着眼就完了，还是说闭着眼一睁眼我就去了另外一个世界 ???。躁狂抑郁症说的家人最受苦	0
又是好几天没来了，经过上次自杀未遂的日子，现在的我哭不出来了，也不敢死了。我还是好难受，我比以前在人前开朗多了可是我的内心还是好阴暗，内心里还要一心想要去寻死可是我又怕父母担心了。	0
不想要别人死，自己却想过无数种死法，我该是多惭愧	1
饭，我想去死没勇气	0
写下我的遗言吧，我怕有一天我突然离开了！各位永不再见了。我想肯定会有人问我，你连死都不怕为什么还要怕活着呢？我告诉你死的后面还有身不如死，那感觉太痛苦了。我做这个决定不是一时兴起的，而是我思考了很久，想了很久，当然也忍受了很久。我死后肯定会有很多的骂名，但都没关系，死了就不会在乎	0
所以就想去死一死	0
啊啊啊我真的睡了，起不来的话我就自杀吧	0
我想跳楼 真的快准狠	1
等过完今年，我想去死一死。	1
烧炭私聊，仅女生	0
然后烧炭不	1
想死不敢死的人 是最懦弱的吗还是最强大的	0
自杀方式里我觉得目前跳楼是最快能解脱的，一下子就肝脏破碎，死亡窒息。	1
走饭，能不能让我安安静静地死，不要惊动我的父母，让我安安静静地离开这个世界。只可惜啊，这个世界，死比活还要难，真的太难受了，真羡慕你啊	0
好好爱自己 好好拥抱这个世界 别割腕啦 我爱你	1
不敢跳楼 不然早结束了	0
我不想猝死 最好老天保佑我 如果我试过还是好不了 我才好拉他一起去死 猝死就真的什么也没有了	1
天一黑我就彻底垮了，好崩溃，我一点都不想上学，满脑子想着退学，我宁愿回去搬砖也不想呆在学校读书了。对未来我看不到什么希望，在这多待一年我觉得也不会有什么用，无非是混个毕业证。我好想离开这里，好想有人能拉我一把。	0
有人愿意带上我一起走吗，我一个人有点怕，我害怕孤独	1
失眠两三年了 最近一年特别严重 大多数时候都是哭着入睡 真的太难受了 好想去死一死 但是我的债还没还完 一想到死了的话周围的人会很伤心就又打消了一点自杀的想法 但我实在是撑不下去了 好痛苦啊	1
不知道是不是自己老了还是怎么的。总是想到死，一想到遗书要写的东西，我就止不住哭。也许这一生太多难过，从未被谁理解吧。	0
搞半天昨天说了死今天就想活 说日子会越来越好的 昨天跟我说的时候我怎么安慰都没有用 还问我一起去死	0
这么大清早就想去死还是头一遭	0
今天很难熬啊，能不能让我死了，明知道是地狱又有无数人在推我下去很可怕，我无能为力只求一死	0
我觉得跳楼快准狠	1
一到晚上就真的想去死 但也知道不可能	0
我坚持不下去了 我也想去死一死	0
真的特别想去死	0
当时感觉脖子疼，并没有晕眩，之前查资料说悬空的一瞬间，绳子就会阻断大脑供氧，上吊的人连后悔的机会都没有，可是我并没有晕眩，就很无奈的双手拽着脖子上的绳子，双腿夹着树，把绳子拿开了，当时我是不甘心的，一定是没有操作好，然后跑出树林买了一个凳子，这一次我站在凳子上，我先是犹豫了一会，	1
有没有人愿意组团去死的！死在一个没人旦且漂亮的地方，具体死在哪里，可以一起讨论！	1
我也想去死一死	1
想死一死	0
我多想要活啊 一切都没有发生的时候 我想要完成我的梦想 我想要挣好多钱 我想要去各种地方玩 我想要吃好多好吃的 我根本不会想死 我会很惜命。事情发生了，留给我的只有死一条路 不死我也只剩一条命苟延残喘的活着 死了我也不甘心毕竟我一开始根本不想死 这该怎么办？都怪这个贱人	0
比离开这个世界更难的是 留下	0
听说烧炭也不容易，想死又怕痛苦	1
我有钱了我就可以离开你离开这个世界	0
独生子女不敢轻易死啊	0
想死，一起吧	1
很累，现在家里只有妈妈啦，很害怕。如果有一天她出事啦我觉得我也活不下去啦，其实现在每次看到外面高楼大厦都想从上面跳下去的想法。跳下去就解脱了，做人太累啦，错事别人会一遍一遍提不允许悔改，还要在乎别人的说辞眼光，做不好自己更累。	1
要死一起死吧	1
用一个完美的方式离开这个世界…还可以给家人留下一笔钱	0
我也想跳楼	1
上学也不喜欢同学之间的猫腻，上班更烦，每次都因人际关系烦恼。想早早离开这个混沌的世界	0
总有一天我会离开这个世界，就好像我们从来没有来过一样，但是不是今天不是今天。	0
最近感觉就像在悬崖边看景色，谁阻止我我就跳下去。以前总是告诉自己，去吃顿好的，撑过这场就好了，总会好的，最近觉得呵呵，好不了了	1
现在我受够了，我想去死一死，我来这里找一种离开的方法。说出来可能你不信，我不想活着，却又怕死的时候太疼。我现在终于明白为什么有寿终正寝这个词了！	0
说我天天这么忙，都不敢给我安排新的工作。管培生马上来了，如果做的比我好，可能会替代我，要我好好表现。这两天管培生来了，一进来工资6000。经理一边让我带她们，一边给我施加压力。我没有参加校招，只能这么憋屈地呆着。半年经验的非应届差等生，我也没自信跳槽。	0
他说如果我现在出事，他也脱不了干系的，所以我尽管特别想死想离开，我也要撑一撑，我想离开这，离开他，我很爱他，所以我不能连累他	0
原想如果这种感觉持续到25岁就在生日那天找个没人的地方把自己安葬，但是等到生日太久，所以三个月后，在完成一些事之后，快乐的离开这个世界，因为任何带着悔恨或者悲伤的死，都是不值得的，死能让自己解脱，就是好的。	1
黑龙江 一起走私信我。我是学生 没有其他坏想法别担心	1
山西长治，有人一起走吗，我好累	1
好难过啊 签证还没下来 太揪心了 这几天不能好好吃饭好好睡觉好难过……可能要一个人旅行 好像不应该是确实吧自己被所有人抛弃放弃厌恶了 想去死一死	0
饭啊，为什么我们明明活得很痛苦却不敢轻易去死呢？我觉得我们是被生命这东西给囚禁了，而你是那个足够勇敢敢于越狱的人。我一直在查资料但没有找到一个不痛苦的方法，为什么那么难呢？	1
有那种想死却不能死的人吗？ 死了对不起任何了，他们把你逼死最后说你极端，	0
北京有烧炭的姑娘吗	1
我要跳楼，他们只是觉得很可笑	1
去哪个城市一起？	1
想死又不想留这么死，死之前先弄死几个人吧，心里是挺变态的，死也不要被警察抓到，自杀就好了。	1
我很想离开这个世界可是我存在太多羁绊了	0
总是对自己不自信 敏感 很在意别人的想法 怕被别人看不起 也从来没跟别人说过自己的想法 总是不开心 也不爱说话了 在家里发呆看着窗外也想过抱着自己的猫跳下去 可是一想还有家里人 就取消想法了 不知道是不是抑郁症 但是感觉自己很孤独 总是孤独 爱哭 感觉自己很难熬 怎么办	0
看病是想活下去，可能有希望，可是啊我不想活，明明没希望，我还要抱有虚无的幻想。呵呵。看还是不看？说真的无路可走，不知道以后明天，要么坐车找个地方死了吧	0
身在他乡的我也有比较严重的抑郁症，许多许多的事情压的我喘不过气来，不敢回家，不敢接触人，只去工作，最近有点崩溃了，不知道是否该离开这个世间	0
我们一起私奔吧	0
最近因为自杀可能都出现幻觉了，尤其又看了量子自杀这个词条，就感觉自己可能真的死不了？我爸死了三个月后我第一次尝试自杀，当时是抱着必死的决心的，我选择在一片茂密树林，上吊的绳子打的是活扣就是越挣扎越紧那种，我脚踩在石头上，用力蹬开，人开始悬空，绳子开始收紧大概挣扎十几秒吧，当时感觉	1
居然羡慕在家休学的，真是……而我什么都不敢。真是。 想直接淹死算了 又想挣扎着游上来。 妈的烦	1
抑郁症很可怕，但我们要坚强，我也有过看着窗户想跳下去的冲动，但我还是咬牙坚持，不为别的，只为父母，不敢病，不能死。	0
总会越想越难过 觉得自己没有能力承受那么多的期待 觉得自己什么都做不好总是让家人失望 其实在意我的人没几个吧 等哪天真正下定决心了 就好好的去死一死吧	0
阿 我昨晚想跳楼的 在窗台从三点做到六点半 好高啊 我一个人 其实还是挺怕的 就是 感觉自己一个人啊 腿都软了 我还是不敢跳 看着天亮 就从上面下来了 不想被看见啊	1
约烧炭么	1
今天还是感觉好痛，昨天差一点点就跳下去了，如果没防护栏就好了	1
我该怎么办啊 难道真的要去跳玄武湖吗	1
离开这个世界就是最远的	0
走饭，我也好想去死一死[悲伤]好烦哦，虽然还没上班，体会不到上班族的艰辛，但现在这个年纪我觉得我要承受不住了，好烦好烦。每次一生气身体就出毛病，可是我才刚刚20岁，我好害怕，头痛到炸，真的想去死一死，十秒也好[失望]积攒了很久的失望，一下子攻击了自己，要崩溃[失望]	0
不如……我们一起去死吧？要有一起的吗？	1
听说木炭死亡没有痛苦 我想去试一试。	1
我也好想离开这个世界啊	0
有女生要烧炭吗，有的话联系我，仅女生，仅女生，仅女生	1
有没有一起走的，有个伴仅限一人，来来报名	1
昨天晚上头很痛 很痛 痛到想撞墙死掉。是泪水模糊入睡的一晚上。醒来觉得好累好累 。我又变得不好了。病情很反复。今天也是孤独的在世界里痛苦的呆一天。	0
想去捐血，想去签器官捐献，但一想到公交车那么多人，就不想去了	0
割脉不好，安眠药目测最靠谱，可是也痛苦。推荐国外安乐死。	1
我啊，我妈我爸对我的只有否定眼神里只有嫌弃哈哈我做什么都是错的，每次骂完我我都心里默默的说对不起对不起我错了我不该这么做都怪我我是垃圾嘻嘻跟我认为很好的朋友说她们的反应是什么你知道吗她说那你就去死啊去跳楼吧安眠药给你好不好嘻嘻我没病我就是很难过难过的喘不过气…	0
走饭我真的好难过啊 每次被人误会都恨不得揪着别人的领子解释三天三夜可是没有人会听你说的什么 他们只相信自己理解的 可是啊很难过怎么办 又像以前一样了呢撞墙割手腕看到有人爬华山的时候轻生了 我也好想不顾一切的跳下去啊人生也许很美好吧 但是糟糕的一直都是我	1
饭饭，我觉得上吊死很痛苦，我还是吃安眠药吧，嘻嘻	1
有一起的吗	1
真的好羡慕你有勇气自杀	0
小时候从三阶楼梯跳下就能获得的快乐，长大后要从几楼？	1
不能熬夜了，明天不想被批评，要提前去上班准备，我就算想死，也要快乐的去赴死，不能伤心欲绝去死	0
其实我可能就是自暴自弃的那种，我就像长不大的孩子，明明生活有希望，可是就是讨厌现在的生活，也找不到对象，一个人堕落，真想快点结束这样的生活，可是真的很害怕死，究竟是上吊还是跳了好纠结，谁可以帮我	1
我特别想去蹦极想提前试一下濒临死亡的感觉	0
你别嫌我烦，有好多丧的话。没人了解，自己不想撑了。哪天彻底奔溃了可能就离开这世界。那边会不会有人嘲笑我们这群每天丧丧的人呐，有没有一个港湾可以停靠呐	0
我也想跟谁一起约烧炭自杀	1
有没有一起死的	1
我也刚GG，然后割腕了	1
今天还是头痛，晕晕沉沉的，身体也痛，听了一天的经文，刚刚外面电闪雷鸣的，打开窗户的时候有跳下去的冲动，窗户为什么要装防护栏	1
不冷呢	0
请问车里烧炭会不会爆炸	1
以后要买深夜的机票 体会一个人凌晨在路上飘荡的孤独	0
吃安眠药自杀也很难受 我试过	1
来啊我们一起死掉吧 没有痛苦 没有难过 不会有那么多无奈的绝望 无力到再也抬不起头 来啊来啊 我们一起快乐吧	1
吃了一碗劳拉，现在的我绑着上吊的绳子，希望这次，不要再断了	1
我也想去死了 这个家已经面目全非了	0
想死 遗愿是死了就别再骂了	0
饭饭[悲伤][悲伤]带我走吧，我好想离开这个世界，我好讨厌自己不想看到自己不想看到任何人	0
我想开煤气自杀 但又怕煤气泄漏祸及他人 我怕烧炭烟太大被人发现 我不敢跳楼也不敢淹水 上吊没有房梁 安眠药太痛 割腕试过没有用 我究竟还能怎么办？	1
每天没事就想去死一死[摊手]	0
割腕中，疼痛的感觉能更清醒	1
用物理疼痛缓解心理疼痛，段时间的确有效，但长期以往真的不行。我之前眼睁睁看着我朋友拿刀要切自己，当时懵了没反应过来，但还好及时抢走了刀，不然可能当时我俩都要进医院了...希望你不要再沉溺下去了，受不了的话还是用橡皮筋吧，要好好的，别再流血了	1
想從陽台上跳下去 但是怕痛	1
烧炭不错！可是大城市没有碳	1
对家人我好着呢饭饭 活着太累了 我真的不想活着了 我好想离开这个世界 可是我却还没有下定决心 等我真的决定要走了 我尽量不留遗憾	0
你说啊	0
我真的很羡慕你啊，我也好想去死一死。	0
饭，我在父母面前哭，我指责他们。可是其实错的人是我啊。他们是好父母，是我的问题啊。我这种人啊还是死了好吧，但是不敢跳楼割腕，你看我还怕疼，多没用啊	0
昨晚割腕失败了，今天下午跳楼去	1
那天我为什么不就当着她的面跳下去，再困难也要她愧疚一生	0
你明天要走了，真怕以后再也见不到你了，或许是真的，好难过，你都还不知道我喜欢你。	0
难过的想找到一个洞钻进去，难过的想离开这个世界。我觉得总有一天我会离开。实在不是很喜欢，深夜丧大概就是这样。	0
我有抑郁症，所以就去死一死	0
那个蹲在街角抽烟的人，公园里寂寞地荡着秋千的人，深夜在夜店醉酒呕吐的人，公交车上突然眼圈红起来的人，路边长椅上拿着手机哭泣的人，隔壁遭受家暴默默哭泣的人 ，高楼的栏杆边犹犹豫豫的往下看的人，独自躺在床上辗转难眠的人，我们一起晚安好不好。	0
我一点都不像你 我想带走你 一起死吧 好不好	0
我很孤独 每天每天每天每天… 我很想去死 我没有活下去的动力 但是我怕我的父母难过 我还在坚持 实在不行我就去死一死	0
我也想去死一死 可是我害怕	0
真心想死，除了跳楼还有啥	1
想逃离这个疯狂世界	0
我也很绝望，也是连去死一死的勇气都没有	0
找约死群找了很久…没找到，还在继续找。你们有约死群吗？可以拉我进去吗。	1
想去死	0
为什么这么多人喜欢在我身上插一刀啊，不如我把你们全部一波带走下地狱吧	0
对不会游泳的人淹死很容易只要有水哪里都能死 但是窒息的瞬间很痛苦 死状也很惨	1
没有家人，没有朋友，再见世界	0
昨天去北医六院确诊了双相情感障碍（又叫燥郁），家人不理解，他们的说辞依旧是我们为你付出这么多，你怎么可能有病，想想我们容易吗，你应该自己克服。好了，要不我就去死一次，也许死了之后，你们就能明白我的感受了。反正你们才40多，还能再生一个。	0
我一直在攒着离开这世界的勇气 我很庆幸我不是独生子女 我没有朋友 我不开心的时候也没人跟我说话 想想在这世上除了我爸妈真的没什么值得我留恋的了 哪天我突然死掉也不用父母没人照顾 真好 我是幸运的 可以死得很潇洒	0
燥郁自卑，早上会去想这一天的意义，晚上会思考人生不能入眠。最痛苦莫过于身边亲人不理解，甚至连你都不喜欢自己。不知算不算抑郁，我也割过腕可我又怕疼，我也想过安眠药，也曾多次狠狠掐住自己脖子企图掐死自己，至今还不是一个印记也没有。我庆幸，我只是间断的如此生活，不是每天都充斥这种思想。	1
听说烧炭一半如果被救的话会很痛苦，很多副作用，也会一直吐什么的生不如死	1
跳河还是跳楼呢	1
有一起死的吗？	1
如果能有一笔钱，我会毅然决然离开此地	0
不指望别人都能理解我 别当面议论就行 否则你就去死一死 不管你是谁	0
看来毒害的不止个别人。都是我们的贪念把我们推入万丈深渊。我才27，人生才刚刚开始就面临结束。我也不想这样的，与其这样生不如死，可能离开这个世界就可以重新选择了吧，我想去第三世界吃后悔药。	0
还是上吊最快吧挣扎也没用死的最干净了	1
烧炭能死去吗	1
真想去死	0
有约自杀的吗，成都，私信滴滴哈。是说真的[微笑]看到无病呻吟装抑郁的真的觉得搞笑。	1
现在真的好难受，很痛苦，每天都很痛苦。好想离开这里	0
承受不来也接受不了这个世界的恶 但是又没有到极限的勇气支撑我去死	1
我不喜欢这个世界，我可以离开吗	0
吃安眠药吗？有人可以告诉我怎么买安眠药吗？怎么才能集到致死的量？安眠药是不是没有痛苦？我是个懦弱的人。我不敢死。好羡慕那些可以意外身亡的人。	1
真想離開這人世間。	0
这下猛药的方式不适合我，老实说吧，我都不敢站在我家楼顶，久了我怕会跳下去，到时半死不活，因为才3层半。	1
好烦躁，这个班上得好难受。	0
在我小时候，我爸一喝酒就打我妈，晚上我总是闭着眼睛装睡，后来离婚了。十四岁，我妈爱上一个男人，我不喜欢他，我问我妈，我和他要谁，我妈说要那个男人。我跑出家门，在河边走了一夜，好几次都想跳下去，又有点怕冷。我也割腕过，但是刀不快，而且血很快就干了。感谢那个时候的懦弱，我还活着。	0
该是什么样的一种绝望让你选择了离开这个世界[月亮]	0
烧炭有没有人	1
上帝帮我把遗书写好了 他说就是今天 要带我走	1
一直觉得为爱情自杀是挺无脑的一件事，可是不得不承认我有很多个瞬间要被打败 想自杀，我觉得实在太折磨了 忘不掉一个人太折磨了 我不为失去你难受想自杀。我只是接受不了走不出来 毫无作为的自己	0
胃痛 我想流泪可是流不出来了 准备准备 烧炭吧	1
医生跟我说吃药会好起来的，可是结果呢？天天睡觉，昏昏沉沉，唉～想死都死不了，为了家人活得跟行尸走肉一般，太痛苦了	1
