comment	twoClass
走饭，我第一次知道你，也第一次留意到你。你知道吗？我也很想离开这个世界。这是我换抑郁症第六年了。吃药吃了五年。什么时候能够戒药，遥遥无期。。很多人无法理解我，我也很多事情无法理解别人。就好像，我不吃药就睡不着。我不求理解，只求别瞎扯我们会伤害别人。我一直隐藏自己的没心。我好累。 	0
他们说烧炭最好	1
我今年17岁，人生的一半都没有走过，可是真的不太想活，“你怎么不去死？”，对啊，我怎么还不去死，跳楼？割腕？吃安眠药？我都想过，可是死得太痛苦了，我不敢，我是个怕痛的胆小鬼。 Can you save me? Sorry,I don't understand what you mean. 人这一辈子真的太难了。	1
我好累 慢性鼻炎 眼睛也有慢性炎症 抑郁症使我每晚做噩梦失眠 好想离开这个世界	0
每天都有这么多的留言，没有生来彷徨的，许是因为想不通、放不下、躲不开、戒不掉，与我也是一样，生活似乎是件痛苦的事，面对一切还要极力硬撑做个“正常的自己该有的样子”但是好累，累了，真的累～有点明白为什么最终扛不住的都选择了自杀。	0
有没有在衢州想要跳楼的，一起啊	1
坐标沈阳铁西.有约一起自杀的吗？？？	1
我在武汉，你在哪里？我看你简介是在内蒙古！我也是坚持了3年，实在是坚持不住了！想死，但不知道用什么方式好一点，我想死的悄无声息，很烦！	1
有没有一起相约烧炭的	1
前天在外地的宾馆，打开六楼的窗户，假如我跳了，一切就结束了，就不会再这么痛苦	1
我好想离开这里，可是我又能去哪呢，去哪都一样。除了哭屁事都不会干。。。	0
那些人说真正想死的人不会留遗言，可我是真的想死也是真的想留遗言	0
饭饭，最近总是幻想从楼上跳下或者拿刀捅自己，我觉得我总有一天会让这些变成现实的	1
我们约好了 天上一起吃烧烤	0
[憧憬][憧憬][憧憬]我想要离开这个世界！	0
我大概缺少一点点在手腕割一刀的勇气	1
我想想 一直是个心理脆弱的人。初高中就有想自杀的经历，高中严重到想去看心理医生 现在情绪又重返，好想自杀	0
又成都的约自杀的吗。有的滴滴	1
饭饭，其实，我要是有一些钱，不用太多，够父母生活，我真想离开这个世界。不能做自己喜欢的事情，不能表达真实的自己，不能做的太多。	0
我也一样希望你受不了我时好时坏的反差把我扔开。可我也是个人呢。我会疼呢	0
明年想去菲律宾上班 今年现在又想去死	0
让我离开这个可恶的世界吧	0
我26没有谈过恋爱 家里不富有没有亲情 没有人爱我 也没有满意的工作 我只想选择离开这个世界	0
室友说: 真的想死的人就去啊，反正活着也是浪费，生命那么美好。我忽然哑口无言，她说得好像一点错都没有诶。但又想了想，我并不觉得生命美好啊，那就去死啊，可是活着又不是只有我自己一个啊？觉得活着不好也是错也是一种罪过，所以就应该去死。可，出生这件事情本身就不是我们想要的啊。	0
我又来啦，我刚刚差点从窗口跳下去了，我在抽烟，控制不住的差点跳下去了，我家在九楼...你在那边还好吗	1
好久没来了，饭，想离开，从这世界。	0
就是遗书都不知道能写什么的那种	1
是不是捐了器官，骨灰洒向大海，就可以来世不再为人？	0
熬了这么久了 也不想挣扎了。想明白了。什么时候把歌听够了放下了找个日子就自杀算了	0
我们都知道如果再这样持续下去，只能这样过完一辈子了，我们都明白我们没有跳下去的勇气	0
饭饭刚刚在网页上看到了一篇关于你的报道，还是12年的，我和你一样不会主动和人打招呼会因为小小的事情暗自神伤会依耐母亲只想在母亲一个人面前哭泣，我好羡慕你能够离开这个世界，我也很想到你那边去啊，你在那边过的好吗，会有来生吗，很想你[心]	0
决定了没？有没房间一起死。	1
我外婆四月去世了，她是我最爱的亲人，我从小就内向抑郁，不高兴想死的时候就想，只有外婆喜欢我，她不在了我就跳楼，这么想十几年了，我也长大奔三了。但是她走之前我才明白，她一辈子是钢铁一样坚强，但是因为很多原因没能实现自我。我回应她最好的方式就是像她一样活，但走另一条路，实现她的愿望。	0
看了看窗外，真的很想跳下去。	1
一起吗，	1
我特别想跟我妈说说心里话，我想告诉她我真实的状态。想让她知道我每天头晕头痛难受的要死，想跟她说我每晚都很崩溃哭的一塌糊涂，想把手上的伤疤展示给她看想让我知道我时常想割腕，想让她明白我有可能随时都会离去好有个心理准备。但是啊我妈太不可靠了，所以我什么也不能说	1
饭，你把我带我吧！已经没有力气再自我安慰了。想离开这里了	0
饭饭，突然感觉好心疼你，原来死真的需要更大的勇气，等我哪天了无牵挂了，我就离开这个世界，去见见你这个充满了忧伤的女孩	0
2018-7-底 要是还没有起色 就去跳玄武湖	1
我已经非常自私了 从逃学那天开始 我就一直非常自私 从我明知道会被开除我还是走出去的那一刻 我只为自己活 我不管任何人 我有我自己就够了 去了第二个学校 我依旧这样 我不只想死 我甚至想带你们一起死 滚	0
我今天还活着呢	0
特别想采访一下蹦极的工作人员：你们到底看不看得出来这个客人是来挑战极限的还是想试试看跳楼是什么感觉的	0
什么时候，可以一起	1
生活累，工作累，交朋友累。这么累为什么还要活着？是因为年迈的老父母亲吗？明明很想死，确不敢死。是怕吗？昨天这边因为感情纠纷，男的把他女朋友当街捅刀子捅死了，为什么不想死的人一下子就死，但是想死的人却还要苟且的活着。	0
割腕吗 那成功率很低的 成功率最高的是跳楼和上吊未遂率极低	1
饭，带我走吧，我太累了，太累太累了	0
我其实也是很简单，也只是想去死一死而已	0
拜托了，什么时候能离开这个世界	0
大部分时间我觉得自己一无是处让我妈失望，好想去死，不孝就不孝吧，这辈子也没有好好长大	0
饭饭 我好难过却没人诉说 只好找你啦，我真的太废物了，连这个抑郁症都克服不了 昨晚割腕了，可是刀子好钝，我割了十几刀都没有割很深。真的想死我都没办法	1
所有想死的人都跟我一起走吧	1
跳楼?	1
有没有人真的活不下去了，我们一起离开吧	1
最近自杀的太多了，不想看见有人去死啊…地球46亿年了，而一个人连百年都未必能存在，为什么不去试着活下去呢？我在去跳江的路上被拉回去过…自残过…也砸过东西…还是活着比较好吧？抱歉，我也不是很清楚为什么要活着，但还是试一下吧，要相信自己啊，每天努力一小下就好	0
今天也是一样的惨绝人寰，明天更是如此。早点离开这个世界真的是很幸福的事。	0
没有一个人真的爱我，发自本心的本能的去爱我。真可悲，没有一个家人在真的爱我，以前想自杀可以安慰自己不能让家人伤心，我不能死。现在才发现你少自作多情了，你死了几人会伤心是因为你跟他们有血缘关系，仅是出自不恶毒的人类本能去伤心，没有一个人是因为爱我这个人而去伤心	0
我很害怕跳楼 可我越来越只求快 什么也不想顾了没什么留恋的	1
好累 为什么我生活在这样的家庭里 我爸真的无能 就只会对家人发脾气 吵架话还特别忙难听 总死死死的 妈的 一起去死好了 搞得我也很自卑 真的很自卑我真的好无力啊	0
有没有试过烧炭，到底痛不痛苦？	1
何当共跳玄武湖?共筑自杀小分队！	1
为什么妈妈总是这么可怜，为什么让人这么心疼，我总怪妈妈不强大，是自己太懦弱了，我怎么能这么想，怎么能想着和她一起去死，我疯了	0
好喜欢日本啊！可以的话愿意死在这里也不回福清了	0
你确定？一起吗	1
咱俩想法一模一样，就差一个一起旅游的了	0
我特别想去蹦极几千米高的那种	1
溺水很难受，割腕好一点吧？也许	1
31岁，抑郁7年，折腾了小半辈子，一无所有了，什么都没有了，药停，饭不吃了，要走了，找个桥洞，能死在天桥洞下也是好的	1
还有上吊快捷反悔不了	1
中山约死有吗？ 或许你知道哪里的高楼可以上去？	1
最亲爱的父母，最擅长以自己的想法来解读我，连误会都不算，就掐着我的脖子对我说“骗我你就去死啊”，那个时候我居然一点都不想哭了。突然就明白了，其实他们从来都不给我信任，只是永远以为自己的以为。我站在窗边，他们像围观跳楼一样对我说，你怎么不跳下去啊？啊，原来我的死活，是和他们无关啊。	1
啊 对了 听说吃了安眠药烧炭也有可能中途醒过来 意识清楚却无法动弹	1
读书好厌哦 所以我退学了 前几天我居然还收到了大学录取通知书呢 活着好厌哦 。所以我想去死一死了	0
想死又死不了，又没人理解。觉得最暖心的就是度娘了，想死的时候还放首歌给你听。让你觉得世界美好。	0
不管处于什么状态 我都非常的想去死	0
我只是觉得我和大家不一样 和每一个人都不一样 我好不合群	0
好累啊	0
有没有病友一起死啊	1
那也没关系 我和她一样 就想死一死 见不见无所谓	0
我也想去死一死，可是我不敢阿	0
我今晚真的想割腕了，希望我能死掉	1
抑郁症，没啥好的，以前也试图自杀过。最后不也是挺过来了？以前想死，也敢死，现在想死，因为，死了其实蛮好，活着有太多的东西要承受。但是，现在让我死我肯定不愿意，因为，老子还有很多的事没做，还有我要爱的人没有爱。	0
大家好，我今天第一次来。所有事都会好起来的。	0
我好孤独啊 在这里 每天每天每天 吃饭一个人上班一个人看电影也是一个人 我没有朋友 我快生日了哎 22岁的生日哎 也是一个人 我好可怜啊 像一只流浪狗 我有家又好像没有家 我有点想去死一死 又害怕父母难过 再撑一下 撑不下去 就去死一死吧 哈哈哈哈 拜 有空再来聊	0
一起啊，有没有兴趣去西藏，死在一个漂亮且没人知道的地方	1
我很累了。想离开这个世界了	0
我伤害自己，同时也会伤害关心我的人，可是我真的忍不住啊，为什么会忍不住想割腕，流血，我是不是有病。	1
安眠药加烧炭	1
下次割手我要劝劝自己，夏天来了，不许让别人看到。	1
饭啊，我很痛苦，每天都看着对面的高楼，想像跳下来的那一刻。不想累及他人，该找个没人的地方偷偷的去死吧。	1
又变多了，这个世界很多人过的都很不开心吧，我也好不开心，什么都没有，不知道活在这个世界上是干什么的，今天想像着从楼上跳下来的感觉，那样就解脱了，不会多余了，不会活在被人忽视的世界里，不会一直那么的不幸	1
我为什么要活着？饭饭，你告诉我，从几楼跳下可以摔死？摔死了是不是很丑？	1
我现在每天每时每刻每秒都想死掉，脑袋好重，我一点都不想生活，吃饭睡觉挣钱，我就想死掉，所以深圳约死吗？烧炭跳楼都可以，其他死法可以挽留的不接受。	1
所以说死撑这个词太形象了	1
生活一点都不美好 有时候只想安安静静地离开这个破地方。	0
上周心态一直在崩，崩溃到哭不出来，心跳加快，想到还要活那么久感觉恐怖，抽烟，用刀片割自己。可是想想自己还住在宿舍，要是就这么死了，得带给别人多大的困扰啊，准备多活几年，把答应别人的事做完，那时候再去死	0
“痛死了”真形象生动，痛得我想跳楼。	1
飯，好喜歡他啊，願望是畢業能那天能抱抱他，好jb累好難熬。	0
一直都不敢来这里，因为我觉得我还不至于到这种地步。但是，我今天还是来了，心理很畅快。我真的想告别这个世界了。我不知道除了这种方式之外，我还可以用什么方式摆脱家里妈妈对我过去，现在和未来全方位的渗入。我是真的想走了。我真的是不知道，不愿意祸害别人和不想生孩子到底犯了什么错。	0
约死的有没有	1
这样死亡不会很痛苦吗？我也想离开这个世界	0
一般人割腕都找不到那个动脉，因为疼，如果死不了，还要封起来，更疼，还有疤。	1
我今天决定也去死一死，如果明天我没有删除这条评论，希望您能为我点一支蜡烛。	1
求求世界 让人可以自己选择安乐死吧 最好是有那种不为人知的地下机构 想自杀的人就去安乐死 然后给他钱 然后注射完死了后给烧了 骨灰随便倒哪得了 那样身边的人只会以为我是失踪了 找我一段时间就不找了 多好啊	1
被相亲女骗的没有活下去的欲望，想杀了她自杀	1
我的嗓子很痛 我想跳楼	1
从二十五楼跳下去会不会痛，我听说如果够高的话跳楼不会痛	1
我有抑郁症，所以就去死一死，没什么重要的原因，大家不必在意我的离开。拜拜啦。 ???	0
上吊，真的好难受啊	1
问我室友，活着有什么意义呢，他看着我，不知道，要不咱俩跳下去啊	0
也许我来到这人世界本就是个错误，可能我上辈子做错了什么事，要来到这人世界受这惩罚，也许我只是个机器人，是个傀儡，是个沙袋，必须听从你们的指示，必须按照你的安排。哈哈哈哈哈哈真是个可笑的人，可笑的人生。如果自己不要软弱多好，不就直接从高楼跳下去了，还用受这折磨。过这生不如死的生活。	1
没什么要倾诉。没有遇事激动。没有痛苦没有很难过。很清醒，不是一时冲动。想清楚了，没有可惜的事，没有想要做完什么的欲望。是平静的。这样的时候，自杀不会后悔也没有办法被救。如果扛不过去，就过不去了。这时候，自杀干预热线，心理咨询，朋友的陪伴，药物治疗都没有用。还活着只是一时放弃自杀了	0
如果真的是抑郁反倒好了，还能借着抑郁的名头和勇气去死一死，呵，怕是无病呻吟。不想活也不敢死，你看，镜子里的那个人多恶心	0
我真的败啦，想去死一死	0
家里附近的学校有个女孩因为感情问题跳楼自杀了，家里人说她迟早要出事的，早点死了她父母也好再生一个，我是不是也应该早点死掉，或者不要出生就好了，活到现在真是浪费他们的生命	0
是这样的吧	0
饭，两三个月没来了，我这次考了班级第一，哈哈，倒数，我对学校这个让我失去了三个重要朋友的地方感到厌恶，我觉得我存在的意义就是气我妈，可能是我三观不正，但活着的意义不就是为了死吗，我真的想中途退出了，但我怂，我怕上吊死相难看，我想跳楼但我恐高，我想吃安眠药但是没时间去买，我累了	1
饭，我本来计划好星期二离开这个世界的，但是陆续的有很多莫名其妙的希望向我过来，我的朋友，爸妈，甚至是网吧的一个网管，我讲卡号讲了前面几个数字，然后她就能知道了，然后我莫名的感动，好像有好多人记得我，突然发现我还有好多放不下的东西，到底该不该去找你。	0
饭 我真的好没用啊 我真的现在就想找出租屋烧炭	1
不知道为什么看到好多评论，想到了因抑郁症跳楼的表姐，泪，愿你们在天堂都安好	0
今晚又跟男朋友吵架了……不，不能说是吵架吧，只是我单方面的生气而已，他总是哈哈哈，每次都是哈哈哈，上次我差点跳楼他知道我没去以后还是哈哈哈，真的累了，好累啊，不想再撑下去了。	0
想自尽的欲望越来越强烈 仅有的理智而来的求生欲像口仙气吊着自己	1
饭 身边的一个朋友上个月跳楼走了，心里很难过，可是也好羡慕他。还有之前的乔任梁，本兮，任航，最近的华山，峨眉山跳崖，还有给你微博留过言的部分人，好多都不在了……他们都用自己的方式救赎解脱了自己。我远远比计划的死期活了太久，一直死撑到现在，可是饭我真的坚持不住了，我要放弃了。	0
刚还想割腕，在卫生间想了半天就觉得先不管别的明天去医院配合治疗世界还很美好，还有很多想干的事情，对，明天一定去医院检查好好治疗，这个世界有好的一面，我要好好活着！干一个工作不开心就不干换一个！没关系活着就好！我要调整好自己！我才17岁我还有很多事情可以做！	0
下次我一定要踢掉凳子，勇敢的去吊死自己	1
好想去跳崖	1
一起如何	1
我又来了，好想有勇气写一封遗书，做那件不敢不想却想之又想的事情，逃离这辈子这个不堪且垃圾的躯体和灵魂。	1
是啊跳下去会死吗死不了怎么办我不想活着我不想被救	1
有没有人能告诉我如何割腕才能彻底死掉	1
站在死亡边缘徘徊 真想跳下去	1
饭，跳楼着地的瞬间一定不怎么好看吧，我一点都不想选这个方式离开，可是好像我现在只剩下这个方式了	1
再挺一天试试 我遗书还没写	1
想去死，又莫名其妙掉眼泪，太难受了，好难受啊	0
有一起烧炭的么	1
今晚是继续割腕呢，还是吞烟自杀啊	1
想看晴空万里，也想去死。	0
等我想开了就去死一死 不远了	0
每到一个新地方，我都会想想这里适不适合死掉……可还是没有胆子	0
我是有想过在我的房自杀吊颈，但是是用拉窗帘的那种，就是太矮了，而且又突然会害怕窒息感	1
我从来不敢对外难过啊、说要自杀啊什么的，对所有人我伪装的像个正常人一样甚至积极又乐观，可谁又知在一个人的时候有多想彻底离开这个世界？	0
想去死一死了	0
真的要一起吗	1
烧炭吗	1
一想到终将死去 以及眼前的糟心事 便很想提前离开世界[微笑]	0
唉，其实我住在15楼的。每次都想跳，但又下不了决心。有没有什么好办法让我坚定一点	1
求约死真心的，最好是最近这两天就能约的	1
还没有足够的勇气去死一死不过快了吧	0
我有抑郁症，我也想去死一死	0
饭，为什么他们离开的时候，都不能跟我当面说一句再见呢。	0
刀架在脖子上的时候，我的狗来舔了舔我，抱着他痛哭一场，我还是得痛苦的活着，我要对我的狗负责，这大概是唯一支撑我不死的理由吧	0
你们说跳河会死吗，不会游泳	1
一场说死就去死的旅行，有人加入么？	1
其实我想跟他们交流的原因是想着哪一天我死了不要把全部责任都推给我，啊？他没出息才自杀的，他就是一个废物。死了正好，就当白养了一个没用的。我就怕他们跟外人这样说我，我自杀是因为个人原因，就算死了也遭人唾弃。	0
一起吧	1
谢谢你。我因为各种原因导致现在精神压力特别严重，真的想像走饭那样去死一死。死了多好 什么事也不用去想了，解脱了。但又挣扎于我的家人 我爱的人，我对不起我爸妈我姥姥。我也舍不得爱的那个他 希望他可以知道我是真的爱他 从未变过心。写到这里突然脑袋好痛 我不知道自己究竟在忧愁什么 担心什么	0
走饭最近出了很多事情不是在我身边却的确在我生活的社会中庆阳女孩跳楼女孩滴滴被害寿光灾情等等还有很多我觉得啊这真是个冷漠的世界你还能看见吗	0
饭，最近甘肃跳楼那个姑娘是我们这边的，我深深的能理解她跳下去的勇气，我很心痛又觉得她得到了解脱，而我呢，什么时候才能解脱。	0
好想和这个世界，所有人说一声再见	0
亲情也变得少的可怜。恐男症相当可怕 我不爱跟老爸说话 不想跟他废话 他总给我灌鸡汤 可他不知道 我脑子里只有死。怪就怪我太小胆了 我怕疼 痛经承载了我的一切。我生怕离开世界的这点小疼痛加重我的痛。说白了 就是我胆小。我还能干什么 我连结束自己都做不到。	0
真的很有勇气，我没有勇气，所以我还在挣扎，还在努力，还在克制…… 人生，真的特别的长…… 但好像，其实也没那么长……	0
如果前两天我跳下去，会不会见到你	1
如果有人和我一起跳江 我会有勇气的 我一直都孤单 死时希望有人陪	1
我也想去死，想离开这个世界	0
上吊，该多痛苦	1
还没看过海死之前一定要看看海	0
试图把我拽下深渊的你何时才能罢休 我很尽力的在挣扎 如果有一天我真的没有力气了 我只好随你一起坠入深渊.	0
"<a target=""_blank"" render=""ext"" extra-data=""type=atname"" href=""//weibo.com/n/%E5%88%AB%E5%86%8D%E8%AF%B4sorry?from=feed&loc=at"" usercard=""name=别再说sorry"">@别再说sorry</a>：有没有一起走的，有个伴仅限一人，来来报名"	1
今天我又多撑住了一天，希望有一天能像你一样不再因为懦弱，而是因为彻底想通，离开世界。	0
我真的好羡慕那些可以无所顾忌离开这个世界的人	0
饭呀，我好想离开这里	0
有时候希望自己得了绝症，这样离开这个世界就不会有人说我懦弱不堪了。	0
为什么这么晚还要震，完全不考虑楼下感受的吗，好想去找他们然后杀掉他们啊	0
相约去死吧	1
我也想死一死。可是死的勇气都没有	0
6楼跳下去会怎样如果摔成植物人会不会更痛苦	1
我不想死，我想放血	1
有人约自杀吗	1
一个小时前决定今晚死，一个小时后觉得还可以撑一撑。我没有任何痛苦最让我痛苦。想喝酒了	1
原来吃药等死是这样的体验，对死亡我既害怕又无畏，醒来甚至觉得这样的感觉真好，没有痛感，也没有记忆，这两个月我除了躺床上一动不动也在找医生寻求帮助，我很想回到正常的生活，可能现在我的思想已经被奴化了，但即使做不喜欢的工作养活自己，顺利度过每一天也会让我觉得安心。回不去让我恐慌。	1
希望 我也可以像你一样充满勇气去死一死	0
大声说自己要跳了，不做到这个地步就一句安慰都得不到，这种把戏演过几次就会把好心人的耐心消磨掉，但是明明别人连小事不顺也有人安慰自己却得不到安慰又不愿意被安慰，等到大声说想跳了也无人回应的那天就干脆跳下去吧	1
走饭，人其实活着也挺累，所以你有去死一死的豁达和勇气 突然就是突然会有一个情绪想要爆发的时间点 我会像藏起来就我一个	0
谢谢你	0
他抱着不活的想法，我觉得我说什么都没有用，我没有告诉他，曾经我看着楼下就想跳下去，看着刀片就想划一刀，但是却在努力的活着啊	0
如果有一天真的要离开这个世界，希望可以约上这里面的小伙伴，毕竟都是善良的人，不像外面对我敌意那么重，我就快崩塌了	1
有一起离开世界的吗	1
我找时间去承德七星湖，跳那里的沼泽也不错[伤心]	1
饭啊，我觉得我有点累了，可是死又不敢死，独生子女大概就这点不好了吧。后悔怎么就没有个弟弟妹妹什么的，这样我也能不用惦记我爸妈放心的去死一死啦	0
十分钟后跳楼自杀	1
去年冬天买了一箱碳 本来想着烧炭自杀 但是一直没找到合适时间 没找到盆子 本来想着就这样点着火 点了半天没有点着 弄了半天气的我直接收拾干净 睡觉去了 [笑cry]屋里没空调暖气 穿着睡衣 太冷了直接躺床上睡觉去了 碳几个月前在搬家的时候不知道我妈给我扔那儿了 我妈以前一直 追问买这个干嘛	1
安眠药哪里可以买到？ 哪座大楼的风景好？ 割腕会不会太漂亮了？ 哈……这个世界让我绝望	1
有没有人一起死的做个伴	1
不如来昆明找我吃饵块喝梅子酒再去看看洱海	0
好想知道另一个世界什么样子，但我又在担心我离开后的这个世界，身后事还没处理好，不能死	0
死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死死	1
老实说我怕死后的那种虚无感，怕死的那种疼痛。所以我真的每天都在许愿能够从这个世界离开或者消失，亦或是人生能够重来。每天都在许愿。这就是懦夫的表现吧。	0
直播割腕，现在冰敷动脉，选的大拇指下的动脉	1
死一次就够，一次死个透	0
